nation,web_scraper_order,web_scraper_start_url,name,team_contract,best_position,club_position,team_contract2,birth_year,acceleration_type,total_stats,data,height,weight,joined,value,wage,release_clause,body_type,total_attacking,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,base_stats,name2,name3,name4,name5,playstyles,playstyles2,playstyles3,playstyles4,playstyles5,age,overall_rating,potential,best_overall,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,image,playstyles_+,growth,agility,heading_accuracy2,reactions,balance,shot_power,jumping,phone,foot,loan_date_end,attacking_work_rate,defensive_work_rate,real_face,team_contract4,weak_foot,skill_moves,international_reputation,image2,team_contract3,overall_rating2,short_passing2,dribbling2,ball_control2,sprint_speed2,penalties,stamina,strength,long_shots,aggression,name7,name6,name8,interceptions,attack_position
mexico,1771705284-9,https://sofifa.com/squad/2417398,R. Alvarado,Free,RM,,,1998,Controlled explosive,2006,237043.0,"176cm 5'9""",70kg 154lbs,"Jan 1, 2022",€0,€0,€0,Unique,336,364,386,367.0,335.0,156,62.0,422,LM,RM,,,Incisive pass,Technical,,,,26,76.0,76.0,76.0,74.0,65.0,58.0,77.0,62.0,74.0,76.0,65.0,73.0,76.0,77.0,81.0,https://cdn.sofifa.net/players/237/043/26_180.png,,0.0,81.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-10,https://sofifa.com/squad/2417398,J. Quiñones,2024 ~ 2028,ST,,Al Qadsiah FC,1997,Controlled explosive,2010,234579.0,"180cm 5'11""",78kg 172lbs,"Jul 1, 2024",€26.5M,€53K,€45.1M,Normal (170-185),366,348,403,422.0,321.0,99,51.0,435,,ST,,,Chip shot,Precision header,Rapid,,,28,81.0,81.0,81.0,58.0,83.0,80.0,74.0,71.0,82.0,53.0,66.0,69.0,78.0,89.0,88.0,https://cdn.sofifa.net/players/234/579/26_180.png,,0.0,82.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-11,https://sofifa.com/squad/2417398,H. Lozano,2025 ~ 2028,LW,,San Diego FC,1995,Mostly explosive,1965,221992.0,"176cm 5'9""",70kg 154lbs,"Jan 12, 2025",€14M,€12K,€21M,Lean (170-185),354,360,417,335.0,334.0,106,59.0,411,LM,LW,,,Whipped pass,Rapid,Quick step,,,29,78.0,78.0,78.0,71.0,75.0,62.0,72.0,74.0,80.0,72.0,65.0,65.0,78.0,85.0,86.0,https://cdn.sofifa.net/players/221/992/26_180.png,,0.0,83.0,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-12,https://sofifa.com/squad/2417398,L. Malagón,Free,GK,,,1997,Controlled,997,232654.0,"181cm 5'11""",75kg 165lbs,"Jan 1, 2023",€0,€0,€0,Lean (170-185),63,67,174,186.0,88.0,40,379.0,404,,GK,,,Cross claimer,,,,,28,76.0,78.0,76.0,11.0,9.0,13.0,25.0,5.0,8.0,13.0,13.0,17.0,16.0,25.0,24.0,https://cdn.sofifa.net/players/232/654/26_180.png,,2.0,21.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-13,https://sofifa.com/squad/2417398,J. Araujo,"Jun 30, 2026 On loan",RB,,Celtic,2001,Controlled explosive,1839,247678.0,"176cm 5'9""",70kg 154lbs,"Aug 13, 2024",€8M,€44K,€0,Lean (170-185),258,291,386,308.0,324.0,216,56.0,396,,RB,,,Slide tackle,Relentless,,,,23,74.0,81.0,74.0,70.0,25.0,66.0,67.0,30.0,68.0,55.0,37.0,62.0,69.0,86.0,80.0,https://cdn.sofifa.net/players/247/678/26_180.png,,7.0,79.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-14,https://sofifa.com/squad/2417398,I. Reyes,Free,CB,,,2000,Controlled,2044,252008.0,"179cm 5'10""",73kg 161lbs,"Jan 1, 2023",€0,€0,€0,Normal (170-185),315,334,395,375.0,354.0,226,45.0,433,,RB,CB,,Long ball pass,Intercept,Slide tackle,,,25,75.0,80.0,76.0,60.0,59.0,69.0,68.0,59.0,67.0,67.0,62.0,68.0,70.0,81.0,85.0,https://cdn.sofifa.net/players/252/008/26_180.png,,5.0,77.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-15,https://sofifa.com/squad/2417398,L. Romo,Free,CDM,,,1995,Controlled lengthy,1999,243015.0,"182cm 6'0""",84kg 185lbs,"May 9, 2025",€0,€0,€0,Normal (170-185),314,343,319,394.0,366.0,209,54.0,425,,CDM,CB,,Long ball pass,Tiki taka,,,,30,75.0,75.0,75.0,56.0,62.0,74.0,78.0,44.0,66.0,58.0,65.0,81.0,73.0,68.0,68.0,https://cdn.sofifa.net/players/243/015/26_180.png,,0.0,58.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-16,https://sofifa.com/squad/2417398,M. Chávez,2025 ~ 2030,LWB,,AZ Alkmaar,2004,Mostly explosive,1781,78784.0,"177cm 5'10""",72kg 159lbs,"Jul 1, 2025",€3.6M,€9K,€6.1M,Normal (170-185),264,301,381,302.0,294.0,200,39.0,391,,LB,,,,,,,,21,71.0,78.0,72.0,67.0,41.0,50.0,67.0,39.0,68.0,67.0,37.0,59.0,70.0,81.0,83.0,https://cdn.sofifa.net/players/078/784/26_180.png,,7.0,79.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-17,https://sofifa.com/squad/2417398,E. Lira,Free,CDM,,,2000,Controlled explosive,1941,257784.0,"170cm 5'7""",70kg 154lbs,"Jan 1, 2022",€0,€0,€0,Normal (170-),285,322,367,359.0,319.0,229,60.0,414,,CDM,CB,,,,,,,25,75.0,82.0,76.0,50.0,53.0,62.0,77.0,43.0,66.0,56.0,52.0,76.0,72.0,77.0,72.0,https://cdn.sofifa.net/players/257/784/26_180.png,,7.0,72.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-18,https://sofifa.com/squad/2417398,C. Rodríguez,Free,CM,,,1997,Controlled explosive,1988,235389.0,"171cm 5'7""",64kg 141lbs,"Jan 6, 2022",€0,€0,€0,Lean (170-185),315,351,388,340.0,341.0,197,56.0,427,,CM,,,Incisive pass,Long ball pass,Technical,,,28,75.0,75.0,75.0,63.0,72.0,50.0,80.0,50.0,75.0,64.0,61.0,74.0,77.0,78.0,77.0,https://cdn.sofifa.net/players/235/389/26_180.png,,0.0,86.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-19,https://sofifa.com/squad/2417398,Fidalgo,2026 ~ 2030,CM,,Real Betis Balompié,1997,Controlled explosive,2033,246608.0,"174cm 5'9""",68kg 150lbs,"Feb 2, 2026",€14M,€31K,€29.4M,Lean (170-185),334,381,400,343.0,350.0,176,49.0,430,,CM,,,Technical,First touch,,,,28,78.0,78.0,78.0,68.0,66.0,58.0,83.0,59.0,78.0,73.0,67.0,78.0,85.0,78.0,80.0,https://cdn.sofifa.net/player_0.png,,0.0,83.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-20,https://sofifa.com/squad/2417398,D. Lainez,Free,LM,,,2000,Explosive,1915,237995.0,"168cm 5'6""",58kg 128lbs,"Aug 1, 2023",€0,€0,€0,Lean (170-),326,344,408,302.0,308.0,170,57.0,403,LM,RW,,,Technical,,,,,25,76.0,78.0,77.0,75.0,64.0,48.0,75.0,64.0,81.0,67.0,50.0,64.0,82.0,83.0,78.0,https://cdn.sofifa.net/players/237/995/26_180.png,,2.0,89.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-21,https://sofifa.com/squad/2417398,S. Giménez,2025 ~ 2029,ST,SUB,AC Milan,2001,Controlled lengthy,1985,245152.0,"185cm 6'1""",79kg 174lbs,"Feb 3, 2025",€27M,€48K,€47.9M,Normal (185+),369,348,377,368.0,369.0,106,48.0,420,,ST,,,Precision header,,,,,24,79.0,84.0,81.0,64.0,81.0,80.0,74.0,70.0,77.0,72.0,52.0,69.0,78.0,77.0,79.0,https://cdn.sofifa.net/players/245/152/26_180.png,,5.0,75.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-22,https://sofifa.com/squad/2417398,A. Vega,Free,CAM,,,1997,Controlled explosive,1963,233260.0,"173cm 5'8""",75kg 165lbs,"Jan 18, 2024",€0,€0,€0,Normal (170-185),353,382,397,391.0,318.0,79,43.0,416,LM,LW,,,Finesse shot,Technical,,,,27,78.0,78.0,79.0,71.0,77.0,64.0,76.0,65.0,81.0,73.0,74.0,74.0,80.0,79.0,77.0,https://cdn.sofifa.net/players/233/260/26_180.png,,0.0,82.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-23,https://sofifa.com/squad/2417398,G. Ochoa,Free,GK,,,1985,Controlled,1235,140233.0,"185cm 6'1""",78kg 172lbs,"Sep 11, 2025",€0,€0,€0,Normal (185+),99,113,268,225.0,124.0,44,362.0,412,,GK,,,Rush out,,,,,39,74.0,74.0,74.0,15.0,12.0,19.0,37.0,16.0,20.0,14.0,17.0,37.0,25.0,50.0,50.0,https://cdn.sofifa.net/players/140/233/26_180.png,,0.0,57.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-24,https://sofifa.com/squad/2417398,R. Huescas,2024 ~ 2029,RB,SUB,FC København,2003,Mostly explosive,1945,263711.0,"174cm 5'9""",69kg 152lbs,"Jul 10, 2024",€6M,€13K,€9M,Lean (170-185),319,331,388,335.0,314.0,205,53.0,417,,RB,,,,,,,,21,73.0,80.0,73.0,69.0,62.0,58.0,72.0,58.0,70.0,66.0,56.0,68.0,71.0,82.0,84.0,https://cdn.sofifa.net/players/263/711/26_180.png,,7.0,78.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-25,https://sofifa.com/squad/2417398,G. Mora,Free,CAM,,,2008,Controlled,1791,79399.0,"168cm 5'6""",65kg 143lbs,"Jan 1, 2023",€0,€0,€0,Lean (170-),321,345,348,274.0,300.0,157,46.0,377,,CAM,,,,,,,,16,73.0,87.0,75.0,72.0,68.0,48.0,75.0,58.0,74.0,74.0,48.0,72.0,77.0,68.0,66.0,https://cdn.sofifa.net/players/079/399/26_180.png,,14.0,72.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexico,1771705284-26,https://sofifa.com/squad/2417398,G. Berterame,Free,ST,,,1998,Controlled,1911,237248.0,"178cm 5'10""",72kg 159lbs,"Jan 30, 2026",€0,€0,€0,Normal (170-185),377,326,371,393.0,300.0,83,61.0,407,,ST,,,Power shot,Precision header,,,,26,78.0,79.0,79.0,75.0,83.0,78.0,73.0,68.0,77.0,57.0,69.0,48.0,75.0,78.0,75.0,https://cdn.sofifa.net/players/237/248/26_180.png,,1.0,75.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-1,https://sofifa.com/squad/2415763,Y. Bounou,Al Hilal,GK,GK,2023 ~ 2028,1991,Controlled,1274,209981.0,"195cm 6'5""",78kg 172lbs,"Aug 17, 2023",€5M,€37K,€8M,Normal (185+),95,107,227,253.0,133.0,53,406.0,444,GK,,,,Footwork,Cross claimer,,,,34,82.0,82.0,82.0,15.0,14.0,14.0,39.0,13.0,20.0,12.0,19.0,44.0,12.0,38.0,37.0,https://cdn.sofifa.net/players/209/981/26_180.png,,0.0,47.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-2,https://sofifa.com/squad/2415763,A. Hakimi,Paris Saint-Germain,RB,RB,2021 ~ 2029,1998,Controlled explosive,2321,235212.0,"181cm 5'11""",73kg 161lbs,"Jul 6, 2021",€111M,€170K,€213.7M,Lean (170-185),396,398,433,410.0,392.0,246,46.0,497,RB,RM,,,Whipped pass,Jockey,Anticipate,Press proven,,26,89.0,90.0,89.0,85.0,80.0,71.0,86.0,74.0,82.0,78.0,80.0,73.0,85.0,89.0,95.0,https://cdn.sofifa.net/players/235/212/26_180.png,,1.0,81.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-3,https://sofifa.com/squad/2415763,N. Aguerd,Olympique de Marseille,CB,SUB,2025 ~ 2030,1996,Controlled lengthy,1930,244749.0,"190cm 6'3""",76kg 168lbs,"Sep 1, 2025",€24M,€50K,€47.4M,Lean (185+),288,307,339,369.0,331.0,245,51.0,421,CB,,,,Long ball pass,Anticipate,,,,29,81.0,82.0,82.0,48.0,40.0,81.0,78.0,41.0,60.0,55.0,41.0,76.0,75.0,68.0,81.0,https://cdn.sofifa.net/players/244/749/26_180.png,,1.0,58.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-4,https://sofifa.com/squad/2415763,J. El Yamiq,Real Zaragoza,CB,RES,2026 ~ 2026,1992,Controlled lengthy,1827,241775.0,"193cm 6'4""",80kg 176lbs,"Feb 2, 2026",€1.1M,€8K,€1.8M,Lean (185+),269,273,361,378.0,280.0,211,55.0,403,CB,,,,Intercept,Anticipate,Slide tackle,Aerial fortress,,33,72.0,72.0,72.0,38.0,43.0,74.0,67.0,47.0,61.0,39.0,35.0,75.0,63.0,83.0,85.0,https://cdn.sofifa.net/players/241/775/26_180.png,,0.0,68.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-5,https://sofifa.com/squad/2415763,A. Salah-Eddine,PSV,LWB,LB,"Jun 30, 2026 On loan",2002,Mostly explosive,1886,268728.0,"181cm 5'11""",66kg 146lbs,"Feb 5, 2025",€8.5M,€35K,€0,Lean (170-185),272,331,392,301.0,318.0,209,63.0,410,LB,,,,,,,,,23,75.0,81.0,76.0,68.0,43.0,53.0,76.0,32.0,77.0,67.0,39.0,72.0,76.0,80.0,84.0,https://cdn.sofifa.net/players/268/728/26_180.png,,6.0,80.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-6,https://sofifa.com/squad/2415763,S. Amrabat,Real Betis Balompié,CDM,RES,"Jun 30, 2026 On loan",1996,Controlled lengthy,2087,224158.0,"183cm 6'0""",77kg 170lbs,"Aug 31, 2024",€15.5M,€55K,€0,Normal (170-185),340,366,335,397.0,361.0,228,60.0,438,CDM,,,,Press proven,Relentless,,,,28,79.0,79.0,79.0,64.0,65.0,65.0,78.0,68.0,74.0,73.0,65.0,77.0,77.0,62.0,61.0,https://cdn.sofifa.net/players/224/158/26_180.png,,0.0,62.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-7,https://sofifa.com/squad/2415763,A. Ounahi,Girona FC,CAM,RES,2025 ~ 2030,2000,Controlled explosive,2031,255125.0,"182cm 6'0""",62kg 137lbs,"Aug 31, 2025",€20.5M,€32K,€44.6M,Lean (170-185),330,377,376,364.0,346.0,190,48.0,436,CM,,,,Inventive,Technical,First touch,,,25,78.0,83.0,80.0,69.0,70.0,58.0,81.0,52.0,82.0,73.0,65.0,75.0,82.0,75.0,75.0,https://cdn.sofifa.net/players/255/125/26_180.png,,5.0,82.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-8,https://sofifa.com/squad/2415763,I. Saibari,PSV,CAM,CAM,2020 ~ 2029,2001,Controlled lengthy,2075,259480.0,"185cm 6'1""",81kg 179lbs,"Nov 1, 2020",€32M,€25K,€47.2M,Normal (185+),351,374,395,407.0,340.0,152,56.0,446,CAM,,,,Press proven,,,,,23,80.0,85.0,82.0,71.0,77.0,57.0,78.0,68.0,84.0,76.0,59.0,71.0,84.0,81.0,76.0,https://cdn.sofifa.net/players/259/480/26_180.png,,5.0,77.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-9,https://sofifa.com/squad/2415763,Brahim,Real Madrid,CAM,SUB,2019 ~ 2027,1999,Explosive,1893,231410.0,"170cm 5'7""",68kg 150lbs,"Jan 6, 2019",€31M,€160K,€65.9M,Normal (170-),327,380,421,334.0,296.0,84,51.0,406,RM,RM,,,Tiki taka,Technical,First touch,,,25,81.0,82.0,82.0,76.0,75.0,30.0,82.0,64.0,84.0,74.0,61.0,76.0,85.0,83.0,82.0,https://cdn.sofifa.net/players/231/410/26_180.png,,1.0,88.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-10,https://sofifa.com/squad/2415763,A. El Kaabi,Olympiacos FC,ST,ST,2023 ~ 2026,1993,Controlled,2026,243586.0,"182cm 6'0""",76kg 168lbs,"Aug 6, 2023",€17M,€44K,€35.7M,Normal (170-185),388,318,393,399.0,344.0,126,58.0,423,ST,,,,Precision header,,,,,32,80.0,80.0,80.0,60.0,86.0,83.0,69.0,90.0,72.0,68.0,55.0,45.0,78.0,80.0,82.0,https://cdn.sofifa.net/players/243/586/26_180.png,,0.0,75.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-11,https://sofifa.com/squad/2415763,Abde,Real Betis Balompié,CAM,LM,2023 ~ 2029,2001,Mostly explosive,1891,264432.0,"177cm 5'10""",72kg 159lbs,"Sep 1, 2023",€26.5M,€29K,€57.6M,Lean (170-185),328,368,412,363.0,296.0,85,39.0,414,LM,,,,Inventive,Technical,,,,23,79.0,84.0,80.0,72.0,73.0,50.0,73.0,60.0,86.0,68.0,65.0,66.0,83.0,88.0,88.0,https://cdn.sofifa.net/players/264/432/26_180.png,,5.0,83.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-12,https://sofifa.com/squad/2415763,M. Mohand Mohamedi,,GK,,Free,1989,Controlled lengthy,1285,223573.0,"190cm 6'3""",89kg 196lbs,"Jul 4, 2024",€0,€0,€0,Normal (185+),106,124,252,256.0,131.0,54,362.0,410,GK,,,,,,,,,36,74.0,74.0,74.0,21.0,19.0,23.0,30.0,13.0,19.0,25.0,16.0,33.0,31.0,49.0,47.0,https://cdn.sofifa.net/players/223/573/26_180.png,,0.0,45.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-13,https://sofifa.com/squad/2415763,Z. El Ouahdi,KRC Genk,RWB,RB,2023 ~ 2028,2001,Mostly explosive,2029,275353.0,"172cm 5'8""",69kg 152lbs,"Sep 5, 2023",€27M,€23K,€45.9M,Lean (170-185),327,349,408,352.0,329.0,218,46.0,435,RB,RM,,,Technical,Quick step,,,,23,78.0,85.0,79.0,76.0,67.0,40.0,76.0,68.0,77.0,68.0,63.0,64.0,77.0,81.0,80.0,https://cdn.sofifa.net/players/275/353/26_180.png,,7.0,82.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-14,https://sofifa.com/squad/2415763,A. Ait Boudlal,Stade Rennais FC,CB,RCB,2024 ~ 2028,2006,Controlled lengthy,1600,73192.0,"190cm 6'3""",75kg 165lbs,"Jul 2, 2024",€3.5M,€10K,€7.4M,Lean (185+),228,250,312,299.0,249.0,209,53.0,355,CB,,,,,,,,,19,70.0,82.0,72.0,40.0,28.0,72.0,65.0,23.0,53.0,51.0,32.0,56.0,58.0,66.0,78.0,https://cdn.sofifa.net/players/073/192/26_180.png,,12.0,47.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-15,https://sofifa.com/squad/2415763,A. Abqar,Getafe CF,CB,SUB,2025 ~ 2028,1999,Controlled,1560,245628.0,"188cm 6'2""",80kg 176lbs,"Jul 29, 2025",€5.5M,€26K,€12M,Lean (185+),242,266,242,277.0,253.0,229,51.0,344,CB,,,,,,,,,26,74.0,79.0,76.0,35.0,27.0,75.0,73.0,32.0,66.0,33.0,31.0,65.0,71.0,35.0,60.0,https://cdn.sofifa.net/players/245/628/26_180.png,,5.0,40.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-16,https://sofifa.com/squad/2415763,N. Mazraoui,Manchester United,RB,SUB,2024 ~ 2028,1997,Controlled lengthy,2075,236401.0,"183cm 6'0""",65kg 143lbs,"Aug 13, 2024",€20.5M,€84K,€39M,Lean (170-185),357,346,380,355.0,348.0,233,56.0,446,RB,RM,,,Block,Anticipate,Technical,,,27,80.0,80.0,80.0,79.0,69.0,73.0,80.0,56.0,80.0,69.0,42.0,74.0,81.0,78.0,73.0,https://cdn.sofifa.net/players/236/401/26_180.png,,0.0,76.0,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-17,https://sofifa.com/squad/2415763,N. El Aynaoui,Roma,CM,SUB,2025 ~ 2030,2001,Controlled lengthy,1991,262745.0,"185cm 6'1""",77kg 170lbs,"Jul 20, 2025",€12M,€39K,€22.8M,Normal (185+),333,351,320,368.0,366.0,212,41.0,423,CM,,,,Aerial fortress,,,,,23,76.0,82.0,78.0,74.0,61.0,73.0,79.0,46.0,75.0,66.0,53.0,79.0,78.0,57.0,66.0,https://cdn.sofifa.net/players/262/745/26_180.png,,6.0,69.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-18,https://sofifa.com/squad/2415763,S. El Mourabet,RC Strasbourg Alsace,CM,LDM,2023 ~ 2030,2005,Controlled,1754,279702.0,"186cm 6'1""",75kg 165lbs,"Dec 20, 2023",€5M,€23K,€11M,Normal (185+),264,315,313,307.0,309.0,187,59.0,378,CM,,,,,,,,,19,72.0,82.0,74.0,48.0,54.0,52.0,75.0,35.0,74.0,48.0,45.0,72.0,76.0,58.0,62.0,https://cdn.sofifa.net/players/279/702/26_180.png,,10.0,59.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-19,https://sofifa.com/squad/2415763,E. Ben Seghir,Bayer 04 Leverkusen,CAM,SUB,2025 ~ 2030,2005,Controlled explosive,1838,272781.0,"178cm 5'10""",72kg 159lbs,"Sep 1, 2025",€12.5M,€42K,€23.8M,Lean (170-185),339,355,387,348.0,289.0,81,39.0,390,CAM,,,,,,,,,20,75.0,84.0,77.0,68.0,73.0,55.0,75.0,68.0,79.0,70.0,58.0,69.0,79.0,76.0,77.0,https://cdn.sofifa.net/players/272/781/26_180.png,,9.0,81.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-20,https://sofifa.com/squad/2415763,C. Talbi,Sunderland,RM,LM,2025 ~ 2030,2005,Explosive,1862,275048.0,"175cm 5'9""",64kg 141lbs,"Jul 9, 2025",€16.5M,€41K,€34.7M,Lean (170-185),308,336,424,331.0,292.0,130,41.0,409,RW,RM,,,,,,,,20,76.0,87.0,77.0,73.0,69.0,36.0,70.0,60.0,80.0,75.0,48.0,56.0,77.0,92.0,88.0,https://cdn.sofifa.net/players/275/048/26_180.png,,11.0,87.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-21,https://sofifa.com/squad/2415763,H. Igamane,Lille OSC,ST,RES,2025 ~ 2030,2002,Controlled explosive,1878,73449.0,"181cm 5'11""",77kg 170lbs,"Aug 29, 2025",€12.5M,€25K,€26.3M,Stocky (170-185),338,333,389,379.0,306.0,85,48.0,404,ST,,,,Power shot,Gamechanger,First touch,Trickster,,22,75.0,83.0,77.0,58.0,75.0,69.0,67.0,69.0,78.0,72.0,49.0,58.0,76.0,81.0,79.0,https://cdn.sofifa.net/players/073/449/26_180.png,,8.0,80.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-22,https://sofifa.com/squad/2415763,S. Rahimi,Al Ain,LM,LS,2021 ~ 2028,1996,Mostly explosive,1936,264348.0,"181cm 5'11""",79kg 174lbs,"Aug 24, 2021",€14M,€33K,€30.8M,Normal (170-185),360,353,397,369.0,314.0,99,44.0,414,LM,,,,Rapid,Quick step,,,,29,78.0,78.0,78.0,72.0,79.0,62.0,74.0,73.0,79.0,68.0,65.0,66.0,75.0,87.0,84.0,https://cdn.sofifa.net/players/264/348/26_180.png,,0.0,75.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-23,https://sofifa.com/squad/2415763,A. Bellaarouch,Sporting Clube de Braga,GK,SUB,2025 ~ 2030,2002,Controlled,1088,276988.0,"189cm 6'2""",75kg 165lbs,"Jul 1, 2025",€2.3M,€3K,€5.3M,Normal (185+),66,97,257,216.0,84.0,27,341.0,397,GK,,,,,,,,,23,68.0,76.0,68.0,10.0,6.0,11.0,34.0,5.0,8.0,29.0,12.0,27.0,21.0,58.0,52.0,https://cdn.sofifa.net/players/276/988/26_180.png,,8.0,45.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-24,https://sofifa.com/squad/2415763,R. Saïss,,CB,,Free,1990,Controlled lengthy,1963,208295.0,"190cm 6'3""",84kg 185lbs,"Jan 1, 2025",€0,€0,€0,Normal (185+),313,347,314,367.0,336.0,236,50.0,414,CB,,,,Long ball pass,Block,Slide tackle,Aerial fortress,,35,79.0,79.0,79.0,54.0,55.0,79.0,78.0,47.0,62.0,65.0,69.0,78.0,73.0,55.0,60.0,https://cdn.sofifa.net/players/208/295/26_180.png,,0.0,61.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-25,https://sofifa.com/squad/2415763,B. El Khannouss,VfB Stuttgart,CAM,CAM,"Jun 30, 2026 On loan",2004,Controlled explosive,1867,257504.0,"180cm 5'11""",70kg 154lbs,"Aug 29, 2024",€22.5M,€36K,€0,Lean (170-185),314,383,405,320.0,282.0,110,53.0,397,CAM,,,,Inventive,Technical,One club player,,,21,78.0,84.0,80.0,72.0,69.0,44.0,78.0,51.0,84.0,72.0,68.0,78.0,81.0,79.0,78.0,https://cdn.sofifa.net/players/257/504/26_180.png,,6.0,87.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morocco,1771708412-26,https://sofifa.com/squad/2415763,Y. En-Nesyri,Al Ittihad,ST,ST,2026 ~ 2028,1997,Controlled lengthy,1929,235410.0,"188cm 6'2""",85kg 187lbs,"Feb 2, 2026",€21.5M,€55K,€36.6M,Normal (185+),376,320,359,409.0,322.0,85,58.0,407,ST,,,,Aerial fortress,Rapid,Quick step,Relentless,,28,80.0,80.0,80.0,60.0,84.0,88.0,67.0,77.0,69.0,65.0,56.0,58.0,72.0,73.0,82.0,https://cdn.sofifa.net/players/235/410/26_180.png,,0.0,71.0,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netherlands,1771705330-1,https://sofifa.com/squad/2418112,B. Verbruggen,Brighton & Hove Albion,GK,GK,2023 ~ 2028,2002,Controlled lengthy,1253,258498.0,"193cm 6'4""",89kg 196lbs,"Jul 3, 2023",€27.5M,€45K,€57.8M,Lean (185+),79,99,285,243.0,104.0,43,400.0,456,,,GK,,,,,,,22,80.0,86.0,80.0,10.0,8.0,15.0,40.0,6.0,15.0,11.0,15.0,35.0,23.0,57.0,55.0,https://cdn.sofifa.net/players/258/498/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
